doc_id,Review_Date,Reviewer_Score,Tags,Total_Number_of_Reviews_Reviewer_Has_Given,TripType_Leisure,Comp_Group,Comp_Solo,Comp_Family,Submit_Mobile,month_idx,Season_Spring,Season_Summer,Season_Autumn,reviewer_activity_z
437,2017-06-14,7.1,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,1,0,0,1,1,6,0,1,0,-0.36232166504230306
438,2016-06-19,8.8,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 3 nights ']",2,1,0,0,1,0,6,0,1,0,-0.464355364012256
439,2016-06-06,7.1,"[' Leisure trip ', ' Group ', ' Double or Twin Room Non Smoking ', ' Stayed 2 nights ']",1,1,1,0,0,0,6,0,1,0,-0.566389062982209
440,2016-06-07,8.3,"[' Leisure trip ', ' Couple ', ' Queen Hilton Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
441,2016-06-21,7.9,"[' Business trip ', ' Couple ', ' Executive Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",14,0,0,0,0,1,6,0,1,0,0.7600490236271797
442,2016-06-07,10.0,"[' Leisure trip ', ' Couple ', ' Twin Room Disability Access ', ' Stayed 4 nights ']",6,1,0,0,0,0,6,0,1,0,-0.05622056813244411
443,2017-06-27,7.5,"[' Leisure trip ', ' Group ', ' Comfort Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,6,0,1,0,-0.566389062982209
444,2017-06-27,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",9,1,0,0,0,0,6,0,1,0,0.24988052877741485
445,2017-06-12,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
446,2016-06-21,9.2,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,0,0,1,0,1,6,0,1,0,-0.566389062982209
447,2016-06-06,8.8,"[' Leisure trip ', ' Couple ', ' Studio Suite ', ' Stayed 9 nights ', ' Submitted from a mobile device ']",5,1,0,0,0,1,6,0,1,0,-0.1582542671023971
448,2016-06-28,9.6,"[' Leisure trip ', ' Couple ', ' Studio ', ' Stayed 4 nights ']",11,1,0,0,0,0,6,0,1,0,0.4539479267173208
449,2016-06-22,7.9,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5,1,0,1,0,1,6,0,1,0,-0.1582542671023971
450,2016-06-05,9.6,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 4 nights ']",11,1,1,0,0,0,6,0,1,0,0.4539479267173208
451,2017-06-27,6.7,"[' Business trip ', ' Group ', ' Single Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",1,0,1,0,0,1,6,0,1,0,-0.566389062982209
452,2016-06-20,7.9,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",12,1,0,0,0,0,6,0,1,0,0.5559816256872738
453,2016-06-22,9.6,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double or Twin Room 2 adults 1 child ', ' Stayed 2 nights ']",4,1,0,0,1,0,6,0,1,0,-0.26028796607235005
454,2017-06-13,8.0,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,6,0,1,0,-0.566389062982209
455,2016-06-02,8.3,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",8,1,0,1,0,1,6,0,1,0,0.14784682980746186
456,2016-06-21,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",1,1,0,0,0,0,6,0,1,0,-0.566389062982209
457,2016-06-05,5.8,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room Tea Time Wine Tasting Included ', ' Stayed 3 nights ']",2,1,0,0,0,0,6,0,1,0,-0.464355364012256
458,2016-06-23,2.5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",1,1,0,0,0,0,6,0,1,0,-0.566389062982209
459,2017-06-01,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,1,0,0,0,1,6,0,1,0,-0.36232166504230306
460,2016-06-11,5.4,"[' Group ', ' Standard Twin Room ', ' Stayed 4 nights ']",2,0,1,0,0,0,6,0,1,0,-0.464355364012256
461,2016-06-29,8.8,"[' Leisure trip ', ' Family with older children ', ' Superior Queen Room ', ' Stayed 1 night ']",9,1,0,0,0,0,6,0,1,0,0.24988052877741485
462,2016-06-30,3.3,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,1,0,1,0,1,6,0,1,0,-0.26028796607235005
463,2017-06-05,3.8,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4,1,0,0,1,1,6,0,1,0,-0.26028796607235005
464,2017-06-13,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
465,2016-06-26,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",24,0,0,1,0,0,6,0,1,0,1.7803860133267093
466,2016-06-28,7.5,"[' Leisure trip ', ' Solo traveler ', ' Comfort Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",12,1,0,1,0,1,6,0,1,0,0.5559816256872738
467,2016-06-28,10.0,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,6,0,1,0,-0.566389062982209
468,2017-06-22,10.0,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 3 nights ']",1,1,0,0,0,0,6,0,1,0,-0.566389062982209
469,2017-06-17,6.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",7,1,0,0,0,1,6,0,1,0,0.045813130837508875
470,2016-06-01,7.9,"[' Leisure trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 2 nights ']",54,1,0,1,0,0,6,0,1,0,4.841396982425299
471,2017-06-22,10.0,"[' Leisure trip ', ' Family with young children ', ' Superior Queen Suite with Sofa Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",29,1,0,0,1,1,6,0,1,0,2.2905545081764744
472,2017-06-05,9.6,"[' Leisure trip ', ' Group ', ' Standard Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,1,1,0,0,1,6,0,1,0,-0.26028796607235005
473,2016-06-12,9.2,"[' Leisure trip ', ' Couple ', ' Queen Room with Mobility Access ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
474,2016-06-15,8.3,"[' Leisure trip ', ' Couple ', ' Junior Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,1,0,0,0,1,6,0,1,0,-0.464355364012256
475,2016-06-22,8.3,"[' Leisure trip ', ' Group ', ' Superior Twin Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,6,0,1,0,-0.566389062982209
476,2016-06-12,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
477,2017-06-22,3.3,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']",1,0,0,1,0,0,6,0,1,0,-0.566389062982209
478,2017-06-20,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",4,1,0,0,0,0,6,0,1,0,-0.26028796607235005
479,2017-06-19,7.9,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room with Internal View ', ' Stayed 1 night ']",1,0,0,1,0,0,6,0,1,0,-0.566389062982209
480,2017-06-27,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Room without Window ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
481,2017-06-06,8.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",7,0,0,1,0,0,6,0,1,0,0.045813130837508875
482,2017-06-05,9.6,"[' Business trip ', ' Group ', ' Executive Twin Room ', ' Stayed 2 nights ']",20,0,1,0,0,0,6,0,1,0,1.3722512174468977
483,2016-06-16,9.6,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
484,2016-06-09,10.0,"[' Family with older children ', ' Classic Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,0,0,0,0,1,6,0,1,0,-0.26028796607235005
485,2017-06-29,5.8,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 4 nights ']",15,1,0,0,0,0,6,0,1,0,0.8620827225971327
486,2016-06-29,9.2,"[' Leisure trip ', ' Couple ', ' Double Hilton Guestroom ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",2,1,0,0,0,1,6,0,1,0,-0.464355364012256
487,2016-06-07,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",2,1,0,0,0,1,6,0,1,0,-0.464355364012256
488,2016-06-12,8.3,"[' Leisure trip ', ' Couple ', ' King Room Non Smoking ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",8,1,0,0,0,1,6,0,1,0,0.14784682980746186
489,2017-06-23,10.0,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",8,1,1,0,0,1,6,0,1,0,0.14784682980746186
490,2016-06-27,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",16,1,0,0,0,1,6,0,1,0,0.9641164215670857
491,2016-06-21,7.5,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",25,1,0,1,0,0,6,0,1,0,1.8824197122966624
492,2017-06-27,10.0,"[' Leisure trip ', ' Family with young children ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,6,0,1,0,-0.566389062982209
493,2017-07-17,9.6,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 3 nights ']",1,1,0,0,1,0,7,0,1,0,-0.566389062982209
494,2016-07-20,9.6,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ']",1,1,0,0,0,0,7,0,1,0,-0.566389062982209
495,2017-07-02,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",2,1,0,0,0,0,7,0,1,0,-0.464355364012256
496,2017-07-16,8.3,"[' Group ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,0,1,0,0,1,7,0,1,0,-0.36232166504230306
497,2016-07-14,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,7,0,1,0,-0.566389062982209
498,2017-07-18,10.0,"[' Leisure trip ', ' Couple ', ' Twin Room with Courtyard View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,1,0,0,0,1,7,0,1,0,-0.36232166504230306
499,2017-07-16,9.6,"[' Leisure trip ', ' Couple ', ' Privilege Room with Double Bed and Single Sofa Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,1,0,0,0,1,7,0,1,0,-0.1582542671023971
500,2016-07-26,6.3,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 1 night ']",8,1,0,0,0,0,7,0,1,0,0.14784682980746186
501,2016-07-23,7.9,"[' Leisure trip ', ' Family with older children ', ' Triple Room ', ' Stayed 2 nights ']",2,1,0,0,0,0,7,0,1,0,-0.464355364012256
502,2017-07-22,10.0,"[' Solo traveler ', ' Standard Double Room without Window ', ' Stayed 2 nights ']",8,0,0,1,0,0,7,0,1,0,0.14784682980746186
503,2017-07-12,7.9,"[' Leisure trip ', ' Group ', ' Studio ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,7,0,1,0,-0.566389062982209
504,2017-07-10,4.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",6,1,0,0,0,0,7,0,1,0,-0.05622056813244411
505,2017-07-10,5.4,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,7,0,1,0,-0.566389062982209
506,2016-07-03,10.0,"[' Leisure trip ', ' Couple ', ' Stunning City Studio ', ' Stayed 2 nights ']",7,1,0,0,0,0,7,0,1,0,0.045813130837508875
507,2016-07-03,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,7,0,1,0,-0.566389062982209
508,2016-07-30,7.9,"[' Business trip ', ' Solo traveler ', ' Superior Room with Queen size bed and Sofa Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",68,0,0,1,0,1,7,0,1,0,6.269868768004641
509,2017-07-28,9.2,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,7,0,1,0,-0.566389062982209
510,2016-07-13,7.9,"[' Leisure trip ', ' Family with young children ', ' Standard Double Twin Room ', ' Stayed 1 night ']",1,1,0,0,1,0,7,0,1,0,-0.566389062982209
511,2016-07-12,8.3,"[' Leisure trip ', ' Couple ', ' Double Room with Public Transport Ticket ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,7,0,1,0,-0.566389062982209
512,2017-07-24,9.6,"[' Leisure trip ', ' Couple ', ' Double Room Insolite ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,7,0,1,0,-0.566389062982209
513,2016-07-03,10.0,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ']",2,1,1,0,0,0,7,0,1,0,-0.464355364012256
514,2016-07-08,7.5,"[' Leisure trip ', ' Group ', ' Superior Room with Queensize Bed and double couch 2 adults 2 children ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,1,1,0,0,1,7,0,1,0,-0.26028796607235005
515,2016-07-21,8.8,"[' Leisure trip ', ' Group ', ' Club Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",2,1,1,0,0,1,7,0,1,0,-0.464355364012256
516,2017-07-19,9.2,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,7,0,1,0,-0.566389062982209
517,2016-07-30,10.0,"[' Leisure trip ', ' Couple ', ' Camper Room ', ' Stayed 3 nights ']",9,1,0,0,0,0,7,0,1,0,0.24988052877741485
518,2017-07-05,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",2,1,0,0,0,0,7,0,1,0,-0.464355364012256
519,2017-07-09,10.0,"[' Leisure trip ', ' Family with young children ', ' Comfort Double or Twin Room with Extra Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",13,1,0,0,1,1,7,0,1,0,0.6580153246572268
520,2016-07-05,10.0,"[' Leisure trip ', ' Group ', ' Superior Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,7,0,1,0,-0.566389062982209
521,2016-07-28,10.0,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ']",1,1,0,0,0,0,7,0,1,0,-0.566389062982209
522,2016-07-30,9.2,"[' Solo traveler ', ' Double Guest Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",1,0,0,1,0,1,7,0,1,0,-0.566389062982209
523,2017-07-17,8.8,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",3,0,0,1,0,0,7,0,1,0,-0.36232166504230306
524,2017-07-08,10.0,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,7,0,1,0,-0.566389062982209
525,2017-07-15,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",10,1,0,0,0,0,7,0,1,0,0.3519142277473678
526,2017-07-15,9.2,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 1 night ']",3,1,0,0,1,0,7,0,1,0,-0.36232166504230306
527,2017-07-09,8.8,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",7,1,1,0,0,1,7,0,1,0,0.045813130837508875
528,2016-07-29,7.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",1,1,0,0,0,0,7,0,1,0,-0.566389062982209
529,2017-07-13,8.8,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 2 nights ']",2,1,0,0,0,0,7,0,1,0,-0.464355364012256
530,2016-07-14,5.4,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,0,1,0,1,7,0,1,0,-0.566389062982209
531,2017-07-01,9.2,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",13,0,0,0,0,1,7,0,1,0,0.6580153246572268
532,2017-07-26,10.0,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 6 nights ']",1,1,0,1,0,0,7,0,1,0,-0.566389062982209
533,2017-07-31,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room Select ', ' Stayed 3 nights ']",9,1,0,0,0,0,7,0,1,0,0.24988052877741485
534,2016-07-08,10.0,"[' Leisure trip ', ' Couple ', ' Premier Room with Balcony ', ' Stayed 3 nights ']",6,1,0,0,0,0,7,0,1,0,-0.05622056813244411
535,2016-07-16,3.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,0,0,1,0,1,7,0,1,0,-0.566389062982209
536,2016-07-03,6.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room without Window ', ' Stayed 1 night ', ' Submitted from a mobile device ']",12,0,0,1,0,1,7,0,1,0,0.5559816256872738
537,2017-07-29,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4,1,0,0,0,1,7,0,1,0,-0.26028796607235005
538,2017-07-05,2.5,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,7,0,1,0,-0.566389062982209
539,2017-07-09,7.5,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",6,1,0,0,1,1,7,0,1,0,-0.05622056813244411
540,2016-07-07,10.0,"[' Leisure trip ', ' Family with older children ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,1,0,0,0,1,7,0,1,0,-0.464355364012256
541,2017-07-04,5.8,"[' Business trip ', ' Solo traveler ', ' Comfort Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",19,0,0,1,0,1,7,0,1,0,1.2702175184769446
542,2016-07-17,2.5,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 8 nights ']",1,1,0,0,0,0,7,0,1,0,-0.566389062982209
543,2017-07-10,8.8,"[' Leisure trip ', ' Group ', ' Small Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",44,1,1,0,0,1,7,0,1,0,3.821059992725769
544,2016-07-04,8.3,"[' Leisure trip ', ' Family with older children ', ' Twin Room with Public Transport Ticket ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,7,0,1,0,-0.566389062982209
545,2017-07-17,2.5,"[' Solo traveler ', ' Basic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4,0,0,1,0,1,7,0,1,0,-0.26028796607235005
546,2017-07-06,6.7,"[' Leisure trip ', ' Couple ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,7,0,1,0,-0.566389062982209
547,2016-07-31,6.3,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,1,0,1,7,0,1,0,-0.566389062982209
548,2016-07-25,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Room Barlow Wing ', ' Stayed 1 night ', ' Submitted from a mobile device ']",11,1,0,0,0,1,7,0,1,0,0.4539479267173208
549,2017-07-11,7.9,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4,1,0,0,0,1,7,0,1,0,-0.26028796607235005
550,2016-07-10,6.3,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",7,0,0,1,0,1,7,0,1,0,0.045813130837508875
551,2016-07-26,9.2,"[' Leisure trip ', ' Couple ', ' Executive Double or Twin Room La Ravissante ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",35,1,0,0,0,1,7,0,1,0,2.902756701996192
552,2016-07-24,8.8,"[' Family with older children ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",6,0,0,0,0,1,7,0,1,0,-0.05622056813244411
553,2017-07-26,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",4,1,0,0,0,0,7,0,1,0,-0.26028796607235005
554,2016-07-14,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ']",2,1,0,0,0,0,7,0,1,0,-0.464355364012256
555,2016-07-31,10.0,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,7,0,1,0,-0.566389062982209
556,2016-07-01,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",9,1,0,0,0,1,7,0,1,0,0.24988052877741485
557,2017-07-31,10.0,"[' Leisure trip ', ' Couple ', ' Comfort Double or Twin Room 1 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,7,0,1,0,-0.566389062982209
558,2016-07-31,10.0,"[' Couple ', ' Double Room with Sofa Bed Non Smoking ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5,0,0,0,0,1,7,0,1,0,-0.1582542671023971
559,2017-07-13,9.6,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ']",17,1,0,1,0,0,7,0,1,0,1.0661501205370387
560,2016-07-26,10.0,"[' Leisure trip ', ' Family with older children ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4,1,0,0,0,1,7,0,1,0,-0.26028796607235005
561,2016-07-27,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,1,0,0,0,1,7,0,1,0,-0.464355364012256
562,2016-07-14,10.0,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,7,0,1,0,-0.566389062982209
563,2017-07-05,6.3,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room No Window ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,1,0,0,1,1,7,0,1,0,-0.36232166504230306
564,2016-07-01,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room No Window ', ' Stayed 3 nights ']",13,1,0,0,0,0,7,0,1,0,0.6580153246572268
565,2016-07-11,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",6,1,0,0,0,0,7,0,1,0,-0.05622056813244411
566,2016-07-18,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']",1,0,0,1,0,0,7,0,1,0,-0.566389062982209
567,2017-07-06,10.0,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,7,0,1,0,-0.566389062982209
568,2016-07-13,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",2,1,0,0,0,0,7,0,1,0,-0.464355364012256
569,2017-07-25,9.6,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4,1,0,0,0,1,7,0,1,0,-0.26028796607235005
570,2017-07-16,9.6,"[' Solo traveler ', ' Double Room ', ' Stayed 13 nights ', ' Submitted from a mobile device ']",8,0,0,1,0,1,7,0,1,0,0.14784682980746186
571,2017-07-11,8.3,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,7,0,1,0,-0.566389062982209
572,2017-07-16,9.6,"[' Leisure trip ', ' Solo traveler ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,1,0,1,7,0,1,0,-0.566389062982209
573,2017-07-10,8.8,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",8,1,1,0,0,1,7,0,1,0,0.14784682980746186
574,2017-07-12,6.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,7,0,1,0,-0.566389062982209
575,2017-07-22,9.6,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",11,1,0,0,0,1,7,0,1,0,0.4539479267173208
576,2016-07-05,8.8,"[' Leisure trip ', ' Family with older children ', ' Queen Room with Two Queen Beds 4 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",3,1,0,0,0,1,7,0,1,0,-0.36232166504230306
577,2016-07-28,7.5,"[' Business trip ', ' Group ', ' Room Selected at Check In ', ' Stayed 1 night ']",5,0,1,0,0,0,7,0,1,0,-0.1582542671023971
578,2016-07-06,8.3,"[' Business trip ', ' Group ', ' Basic Double Room ', ' Stayed 5 nights ']",1,0,1,0,0,0,7,0,1,0,-0.566389062982209
579,2016-07-27,5.4,"[' Leisure trip ', ' Couple ', ' King Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,1,0,0,0,1,7,0,1,0,-0.36232166504230306
580,2017-07-20,7.5,"[' Leisure trip ', ' Solo traveler ', ' Suite ', ' Stayed 1 night ']",7,1,0,1,0,0,7,0,1,0,0.045813130837508875
581,2016-07-06,8.3,"[' Leisure trip ', ' Couple ', ' King Room with River View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",12,1,0,0,0,1,7,0,1,0,0.5559816256872738
