Review_Date,Positive_Review,Negative_Review,Reviewer_Score,Tags,Total_Number_of_Reviews_Reviewer_Has_Given,days_since_review,month_idx,days_num,doc_id
2016-10-25,The facilities and comfort,No Negative,10,"[' Leisure trip ', ' Group ', ' Premier Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",11,282 day,10,282,817
2016-10-02,Staff were all brilliant particularly those on reception so helpful Beautiful building and d cor and the location was just perfect Breakfast was amazing even Cava and chocolate brownies on the buffet Hotel has a lovely calm and serene atmosphere despite the hustle and bustle of the city outside,Sink in the bedroom area very strange Would be better in the bathroom,9.2,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room with Terrace ', ' Stayed 3 nights ']",2,305 day,10,305,818
2015-10-25,Location was close the museums and good bars and restaurants If you wanted to get to more the team stop and canal cruises were outside The rooms were more than adequate and were warm and comfortable,Nothing really,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,648 day,10,648,819
2015-10-22,Middle of city quite room What do you want more,No Negative,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",8,651 day,10,651,820
2016-10-09,spacious room and friendly staff good hygiene,the breakfast could be improved,9.6,"[' Leisure trip ', ' Group ', ' Executive Junior Suite ', ' Stayed 4 nights ']",1,298 day,10,298,821
2015-10-29,Had parking and a reasonable price,I booked this hotel because it was supposed to be 15 walk from 02 arena it s 40 mins so was not impressed but it s well situated for other things,7.1,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,644 day,10,644,822
2016-10-20,Good location and room well equiped,Room freezing as window was wide open when I arrived Tried to warm the room as per instructions only to be told hours later when room was still freezing that staff were centrally controlling the room temperature which seemed strange Heard another guest also complaining his room was cold Noise and vibration from underground trains was very noticeable so moved rooms from ground floor to 2nd floor much quieter,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ']",6,287 day,10,287,823
2016-10-21,Great location so close to the plaza of Catalunya beds are very comfortable we are onn7th floor facing the main road but still very quiet free wifi is great Nice stay in Barcelona,might be a swimming pool,9.2,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,286 day,10,286,824
2016-10-06,Great staff and lovely clean hotel rooms,a little noisy from outside,9.6,"[' Business trip ', ' Solo traveler ', ' Double Room Luxury XXL King size bed ', ' Stayed 1 night ']",8,301 day,10,301,825
2016-10-09,Staff were very helpful especially those who were at the reception They even helped us to orginise the trip to Lake Como The hotel is a few minute walk to the metro which made transportation easy and cheap The breakfast was fine,We had a problem with the air con We called the reception for help The man arrived in 10 minutes after the call He was very pollite but he had no idea what the problem was He told us the air con would work in 5 minutes and will cool the room down However it didnt work After roughly 30 minutes try I eventually got it work,8.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,298 day,10,298,826
2016-10-17,Staff very friendly and helpful,No car park in hotel Too many stars for this comfort I saw better in 3 stars,7.5,"[' Leisure trip ', ' Couple ', ' Deluxe Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,290 day,10,290,827
2015-10-13,The staff were very helpful very clean hotel and an excellent hotel close to restaurants and bars and walking distance to Las Ramblas,there was nothing I didn t like,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",4,660 day,10,660,828
2016-10-22,Excellent breakfast good service to use shower after running the marathon Big plus for the staff,Nothing,10,"[' Leisure trip ', ' Solo traveler ', ' Standard Room with Queen Bed ', ' Stayed 1 night ']",24,285 day,10,285,829
2016-10-24,Well situated hotel within easy walking distance of Dominion Theatre Tottenham Court Rd and Oxford Street shops Very clean comfy bed friendly staff good breakfast,My room was so small I had to climb over the bed to close the blind so that I couldn t see the man sat on his bed at the opposite window not value for money,7.1,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Twin Room ', ' Stayed 1 night ']",1,283 day,10,283,830
2016-10-19,Breakfast was to die for,Room was abit small with 3 beds in but still comfy,9.6,"[' Leisure trip ', ' Group ', ' Triple Hilton Family Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,288 day,10,288,831
2016-10-10,We had a small internal room so it was very quiet Reception and concierge very efficient,Service in the bar was slow when not particularly busy We didn t eat in hotel so can t comment on the food or value Looked pricey,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,297 day,10,297,832
2016-10-14,Bed was super comfortable Good they had coffee and tea in the bedroom for free although the kettle didn t work and the cleaning service let us a couple of sweets every day wishing us good night And they had a Pillow menu Breakfast buffet was ok,The room was ok but it was a bit noisy because I believe the windows do not isolate the sound too much The shower was ok although you had to be careful to not to spill all the water outside The edges of shower screen left the water spill out,7.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",7,293 day,10,293,833
2016-10-26,Near public transport and staff were great,Nothing,10,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double or Twin Room 2 adults 1 child ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,281 day,10,281,834
2016-10-02,Clean and modern small and compact rooms but with everything you need,Stairs,8.8,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,305 day,10,305,835
2016-10-27,room was excellent,It would have been nice that there were scarmbled eggs on the buffet Some warm food selection in the morning is Always nice,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",1,280 day,10,280,836
2016-10-02,Everything could not say a bad word about this hotel,No Negative,10,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with City View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",10,305 day,10,305,837
2016-10-10,Everyone was friendly helpful especially young man on saturday eve at bar on ground floor he was excellent thank you,Jamies restaurant we booked table for 8pm but when was seated they had runnout of all specials so had to go somewhere else,9.2,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,297 day,10,297,838
2015-10-17,Great Atmosphere easy going friendly staff and somewhat unique hotel,No Negative,9.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",7,656 day,10,656,839
2016-10-26,Location was great Great piano player in the foyer on a Friday night,Breakfast was a bit on the expensive side,7.9,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,281 day,10,281,840
2015-10-11,Convenient location,No Negative,7.1,"[' Business trip ', ' Solo traveler ', ' Queen Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,662 day,10,662,841
2015-10-02,EXCELLANT STAFF,No Negative,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 6 nights ']",1,671 day,10,671,842
2015-10-15,Central Paris location perfectly situated,No Negative,10,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 4 nights ']",10,658 day,10,658,843
2015-10-24,Excellent location great service and nice room,No Negative,9.6,"[' Leisure trip ', ' Solo traveler ', ' Studio ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,649 day,10,649,844
2016-10-01,Roof top pool and bar tip top,No balcony,10,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,306 day,10,306,845
2016-10-14,The bedroom was clean comfortable Very good,Nothing,8.3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,293 day,10,293,846
2015-10-05,The location,none,9.2,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,668 day,10,668,847
2015-10-05,extremely sophisticated,food menu,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double ', ' Stayed 1 night ']",1,668 day,10,668,848
2015-10-04,No Positive,The hotel rang me at 5 pm and said they had made a mistake and that they were cancelling my booking They sent me across town to some other hotel not of the same standard and no where near where they were the prime reason I had booked this hotel was that it was around the corner from my meetings,2.5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']",6,669 day,10,669,849
2016-10-04,Clean Excellent location,No Negative,9.6,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",20,303 day,10,303,850
2016-10-14,Interior design,No Negative,8.3,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",38,293 day,10,293,851
2016-10-19,Location in the heart of the town,Rooms were not ready 15 00 hrs but we did get free drinks while waiting,10,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ']",2,288 day,10,288,852
2016-10-16,The room the bathroom and the bed were new big and excellent Staff was a special chapter every one of them were really sympathetic friendly and ready to help us with everything And the breakfast wow,No Negative,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,291 day,10,291,853
2015-11-05,Close to the town area Walk by 12 mins Private car parking Nice room Very good breakfast,No Negative,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",8,637 day,11,637,854
2016-11-14,The rooms where a bit to hot so had to sleep with the fan on fill all night which was very noise,Pool area needs updating,7.1,"[' Family with young children ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,262 day,11,262,855
2016-11-05,Location,Price is not realestic at all Only cleaning and outside staff are friendly All others especially reception make me feel that they are doing me a favor not doing their job only,5,"[' Solo traveler ', ' Standard Twin Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",1,271 day,11,271,856
2016-11-20,Location and attractiveness of hotel is excellent Welcoming Reception staff and good level of security,Bed was on the hard and lumpy side Ditto pillows,8.3,"[' Leisure trip ', ' Group ', ' Twin Room Non Smoking ', ' Stayed 1 night ']",3,256 day,11,256,857
2015-11-24,Do bar com vista panoramica no 17 andar,No Negative,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",8,618 day,11,618,858
2015-11-10,Location was great easy to get along Receptionists were two types very friendly ones and unfriendly ones It s lack of who you are dealing with,Breakfast was so simple only a few options,5.4,"[' Leisure trip ', ' Family with older children ', ' Junior Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,632 day,11,632,859
2015-11-22,Good location with a nice view,The breakfast is offered in a very noisy room,7.5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",13,620 day,11,620,860
2016-11-12,I liked the location staff cost and cleanness breakfast menu,I didn t like the tight room big noise from the neighbor room very tight breakfast space which in case of 10 person it s impossible to enter,7.1,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 2 nights ']",3,264 day,11,264,861
2016-11-14,Location,Tiny rooms,6.3,"[' Business trip ', ' Solo traveler ', ' Standard Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",2,262 day,11,262,862
2015-11-22,The staff is amazingly helpful and charming The hotel is eclectic not stuffy and the food is delicious,No Negative,10,"[' Leisure trip ', ' Family with older children ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4,620 day,11,620,863
2016-11-27,Great location walking distance to shops restaurants museums etc and beds were very comfortable Would definitely stay here again,No Negative,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",10,249 day,11,249,864
2015-11-29,Had a great time friendly staff excellent location beautiful room Will stay there again,Breakfast was a bit limited for choice,7.5,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,613 day,11,613,865
2015-11-11,I liked the central location my room 306 which was a renovated one looked in the inner courtyard so was very quite The lobby area and the bar all have a very french chic style,the mini bar is very expensive,9.6,"[' Business trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",22,631 day,11,631,866
2016-11-23,Breakfast was excellent particularly service and choice of food Beds very comfortable and rooms very clean All staff helpful and efficient,Lounge seating uncomfortable Front rooms of hotel subjected to noise at an antisocial time unloading goods and post nightclubbers,9.2,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 5 nights ']",8,253 day,11,253,867
2015-11-02,The location and facilities,Sheer size makes personal attention difficult,7.9,"[' Business trip ', ' Solo traveler ', ' Deluxe Queen Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",1,640 day,11,640,868
2016-11-20,Great hotel amazing staff excellent service They are really taking care of you you also feel comfortable and like home Thank you very much,Maybe I didn t like the pillows Or is it because I am used to my pillows which are the best Also I would like to have a kettle for any hot drinks or even a hot lemsip medicine,10,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",5,256 day,11,256,869
2015-11-16,Decent rooms and close to the Underground station,The walk from the reception to the room was too much of an effort Climb up one floor walk to the end of the corridor climb down one floor,7.5,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']",5,626 day,11,626,870
2016-11-27,Good location,No free WiFi On booking in I was asked for my card but was told this would only be charged if I didn t pay on exit I am now waiting for 200 pounds to be put back into my account which has resulted in me being overdrawn extremely UNHPPY,7.1,"[' Leisure trip ', ' Couple ', ' Twin Hilton Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,249 day,11,249,871
2016-11-06,No Positive,Hotel was booked on knowledge bus was 10 15 minutes from city centre however due to disturbances on the route we were forced to get taxis during our stay and this was very inconvenient,5.4,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,270 day,11,270,872
2015-11-27,Friendly staff comfortable spacious room,No Negative,9.6,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",39,615 day,11,615,873
2016-11-02,the bed was like a cloud the toiletries smelt divine the staff couldn t have been more helpful,nothing,10,"[' Business trip ', ' Solo traveler ', ' Superior Shard King ', ' Stayed 1 night ']",1,274 day,11,274,874
2016-11-04,The location is acessible and the room is spacious,none,10,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",2,272 day,11,272,875
2015-11-21,convenient and clean,bathroom outdated bed not great,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",3,621 day,11,621,876
2016-11-19,Everything i could not fault anything,Room could have been a bit bigger lift was a bit slow but it worked fine,10,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ']",1,257 day,11,257,877
2016-11-03,No Positive,It was noisy at night Hotel is for maximum 3 stars Parking spot is a bit far away from the Hotel and expensive,8.3,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",10,273 day,11,273,878
2015-11-26,comfy rooms superb location friendly staff,Difference in bar prices for the same drinks on different nights,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 1 night ']",2,616 day,11,616,879
2015-11-07,It is a new hotel,The price for the quality and services received was very high I stayed at the executive room for 234 euros per night Too high considering they did not even bring new shower gel in 3 days until I asked for it,5.8,"[' Business trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 2 nights ']",9,635 day,11,635,880
2016-11-06,Great location to museums 3 miles from Dom Square Comfortable clean,No Negative,10,"[' Leisure trip ', ' Travelers with friends ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",20,270 day,11,270,881
2015-11-05,Food good Room very comfortable Staff helpful and pleasant,A little noisy at times doors banging,7.5,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 5 nights ']",27,637 day,11,637,882
2015-11-03,Price was not bad,Room was tiny but that comes with the price and location The room was just a little bit bigger than the double bed But the bathroom as nice and the bed was comfortable,7.5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ']",1,639 day,11,639,883
2016-11-09,Location free internet,Very small room for the money you pay no slippers bathrobe staff assists you but like they are robots mechanically so no personalization housekeeping inconsistent room service rude,5.8,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4,267 day,11,267,884
2015-11-02,Very friendly staff Great location just opposite Holland Park well worth a visit a few minutes from the tube close to good shops and the museums Small bedroom but really comfortable very clean and well appointed Thoroughly recommended Visit the nearby Whole Foods Market great experience,n a,9.6,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 2 nights ']",12,640 day,11,640,885
2016-11-21,Very welcoming the staff were very courteous and attentive,Too hot Unable to turn heating below 19 degrees which made it very uncomfortable as the room wasn t large,7.5,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,255 day,11,255,886
2015-11-01,Really good location and staff were so friendly and helpful,Bar was being used by a radio station each evening from 10 30 so had to be quiet,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",14,641 day,11,641,887
2016-11-13,Breakfast beds location,No free wifi in the room for the price it should be included Cold room even though set to highest temp and boost,7.1,"[' Leisure trip ', ' Family with young children ', ' Twin Hilton Guest Room ', ' Stayed 3 nights ']",4,263 day,11,263,888
2015-11-09,No Positive,Re Booking com website When you advertise your prices you should include the VAT in the Headline rate for comapability and when booking,9.6,"[' Leisure trip ', ' Solo traveler ', ' Standard ', ' Stayed 1 night ']",1,633 day,11,633,889
2015-11-04,No Positive,Poor service at reception and in the restaurant for breakfast,7.9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,638 day,11,638,890
2015-11-22,Breakfast,My room was so small my luggage almost didnt fit My curtains where not fixed properly no lifts,5.4,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",5,620 day,11,620,891
2016-11-16,The location was perfect,No Negative,7.9,"[' Leisure trip ', ' Couple ', ' Superior Suite Junior ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,260 day,11,260,892
2016-11-17,No Positive,I had my sunglasses stolen from my room This just make this a zero star hotel for me,2.5,"[' Leisure trip ', ' Group ', ' Executive Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",2,259 day,11,259,893
2016-11-02,perfect location to metro,breakfast was very bad,7.9,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ']",1,274 day,11,274,894
2016-11-10,nice room clean and recently renovated walk able from paddington express and tube,room was extremely cold,9.2,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ']",11,266 day,11,266,895
2016-11-05,The whole stay in the hotel was excellent except for the early check in request,Despite the fact I had requested early check in it was only 1 hour in my correspondence with the hotel some days ago they made it impossible to provide the service this lady in the reception called Grazia and she was quite rude on this,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",6,271 day,11,271,896
2015-11-20,Staff friendly helpful,wifi was quite slow at times furniture showed some wear and tear,7.9,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room 1 Adult ', ' Stayed 1 night ']",1,622 day,11,622,897
2016-11-07,Everything location breakfast staff,You cant improve on perfection,10,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room with View ', ' Stayed 3 nights ']",9,269 day,11,269,898
2015-11-21,Good location and clean room,A c was stuck on 24degrees Too hot Not informed about refurbishment going on Tv not working Noisy fan Would been better at premier inn,6.7,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,621 day,11,621,899
2015-11-07,Stylish functional,Monotoneus breakfasts,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",5,635 day,11,635,900
2016-11-01,Perfect hotel and excellent location,No Negative,10,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",9,275 day,11,275,901
2016-11-06,Freindly staff,No Negative,9.2,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,270 day,11,270,902
2016-11-26,Location was perfect and easy to get too from the tube Check in and out was really easy and the staff were helpful with any questions we had Might be easier to explain the 20 00 deposit for any accidents as the customer checks in rather than expect the customer to do it anyway Held out luggage after we checked out was really organised and easy to collect when we were ready,The beds weren t the comfiest and we used the blanket in the wardrobe for an additional pillow each Rooms weren t the biggest but then again we did book a small queens room,7.5,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,250 day,11,250,903
2016-11-26,Fantastic room on top floor,Tube station was a 900 yards away,9.6,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",6,250 day,11,250,904
2016-11-10,Nothing really,Lots of mosqutos in the room,5.4,"[' With a pet ', ' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,266 day,11,266,905
2016-11-26,No Positive,Concierge service as bad,7.1,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",7,250 day,11,250,906
2015-11-03,The room sizes are very good as this is often a problem in London Location excellent right beside Green Park Underground Facilities very good and a nice clean room,No Negative,8.3,"[' Leisure trip ', ' Group ', ' Double Room with Two Double Beds ', ' Stayed 2 nights ']",6,639 day,11,639,907
2015-11-24,Cleanliness,Fold up bed was uncomfortable,7.5,"[' Leisure trip ', ' Family with older children ', ' Double Family Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,618 day,11,618,908
2015-11-15,location,bad servies hard to check out and in room make me suck coz I coudnt breath its old and very used hotel with this of price you can choice much battar hotel room I book for EX room for 2 nigths and its cost 500,5,"[' Leisure trip ', ' Solo traveler ', ' Executive Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",14,627 day,11,627,909
2016-11-19,Extremely clean very friendly personnel and very sensitive management Excellent location and high quality facilities,Room was a bit too crowded with unnecessary furniture,8.8,"[' Business trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",3,257 day,11,257,910
2016-11-29,Helpful staff,There was a few little bugs in the room and room took so long to warm up,5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",3,247 day,11,247,911
2016-11-08,Room was very well appointed clean and comfortable,No Negative,9.6,"[' Leisure trip ', ' Solo traveler ', ' Privilege King Room ', ' Stayed 1 night ']",3,268 day,11,268,912
2016-11-08,Our room was spacious with the wardrobe desk tv spacious bathroom with large mirror good size bath where me and my partner ft together to relax in hot bubbly water after the longer day,Cold water in the swimming pool because end of the warm season not the hotel issues I think it would cost too much to warm it all the time hah,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",6,268 day,11,268,913
2015-11-22,very professional and accommodating staff comfortable rooms excellent location,No Negative,9.6,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 3 nights ']",13,620 day,11,620,914
2016-11-23,The bed was really good breakfast was excellent and the rooms spacious the staff were excellent and very helpful it was in a great location and convenient for local transport,Pillows were poor,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",4,253 day,11,253,915
2015-11-01,Very clean comfortable room and good location Great restaurant and bar straight across the road Lovely staff with great English,No Negative,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,641 day,11,641,916
2016-11-02,Location,check in time very long reception stuff very tuff and they don t have good hospitality,7.5,"[' Leisure trip ', ' Group ', ' Comfort Double or Twin Room with Extra Bed ', ' Stayed 1 night ']",11,274 day,11,274,917
2015-11-07,Comfortable room good size and well furnished,Sound travelled between rooms more than in some hotels,8.3,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 1 night ']",2,635 day,11,635,918
2016-11-23,No Positive,bed is too big making limited space in rest of the room,8.8,"[' Business trip ', ' Solo traveler ', ' Double Room Audacieuse ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,253 day,11,253,919
2015-11-12,The proximity of the hotel to the R A H where I had to perform I had to be there by 7 30am so being this close was a bonus,Even though we booked a superior double room it was extremely small with very little space to move around and no case storage Also breakfast did not start until 7 30am and as I had to be out by 7 15am I had to forgo my booked Full English Breakfast A sin in my eyes as it was already included in the deal and could only have a Room Service inadequate breakfast My wife did enjoy her breakfast though,9.2,"[' Couple ', ' Classic Double Room ', ' Stayed 1 night ']",7,630 day,11,630,920
2015-11-19,Location F B outlet esp with its Asian and Thai cuisine,No Negative,7.1,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ']",2,623 day,11,623,921
2015-11-08,Very relaxing,Not a fan of air conditioning would love to be able to just open a window,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ']",3,634 day,11,634,922
2016-11-09,Nice big rooms Good breakfast Quite good Wifi Good beds,The noise from the street was horrible Even with ear plugs much too loud Additionally the music in the corridor is so loud too that you could hear it very annoying even in the room The shower is in the bath tube If you do not want to take a bath it s pretty inconvenient design if the tub,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",14,267 day,11,267,923
2015-12-06,Comfortable and Very good design of the rum Easy access to all the facilities in London,No Negative,10,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",3,606 day,12,606,924
2015-12-22,No Positive,So busy at Breakfast on Sunday morning we were moved to the bar area Buffet Coul have been topped up more,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,590 day,12,590,925
2016-12-17,Nothing,Filthy room broken shower urine on the toilet seat and the room and bathroom smelt of sewage unfriendly staff and mis informed about car parking Rude and unpleasant over all,2.5,"[' Business trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,229 day,12,229,926
2016-12-07,I like this Hotel from long time before name changed to Millennium,nothing,9.2,"[' Leisure trip ', ' Solo traveler ', ' Club Double Room ', ' Stayed 8 nights ']",1,239 day,12,239,927
2016-12-09,Fabulous central location fantastic staff,No Negative,9.2,"[' Leisure trip ', ' Group ', ' Comfort Double or Twin Room with Extra Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",14,237 day,12,237,928
2015-12-14,Amazing hotel,No Negative,10,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,598 day,12,598,929
2016-12-10,Perfect for Wembley,Poor English spoken at reception,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",5,236 day,12,236,930
2015-12-01,BREAKFAST FRONT DESK ATTENDANT Room with a nice bed and bathroom,No Negative,10,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 3 nights ']",1,611 day,12,611,931
